Date,Hotel_Name,Location,Room_Type,Occupancy_Rate,Bookings,Cancellations,Average_Daily_Rate,Revenue_per_Room,Season,Day_of_Week,Customer_Segment,Booking_Channel,Promotion_Applied,Lead_Time_Days,No_Show,Food_And_Beverage_Revenue,Total_Revenue,Customer_Rating,Length_of_Stay,CheckIn_Rating,Room_Cleanliness_Rating,Spa_Used,Parking_Used,Loyalty_Member,Referral_Source,Complaints_Received,Early_CheckIn,Early_CheckIn,Late_CheckOut,Special_Requests,Customer_Tier,Event_Attendance,Room_Service_Orders,Avg_Response_Time_Min,MiniBar_Usage,InRoom_Dining,Total_Laundry_Cost,Hotel_Branch,Mobile_CheckIn_Used
5/22/2024,Ocean View,Los Angeles,Standard,87.88761269,22,8,236.9,208.21,Spring,Wednesday,Corporate,Walk-in,Yes,86,No,131.41,339.62,4,4,1.2,1.2,Yes,Yes,Yes,Friend,1,No,No,No,0,Gold,No,4,18.7,Yes,Yes,34.19,Airport,Yes
5/23/2024,Mountain Stay,New York,Standard,43.32118624,155,20,176.42,76.43,Spring,Thursday,Leisure,Online,No,76,No,146.46,222.89,2,3,1.8,4.3,No,No,No,Social Media,0,Yes,Yes,No,1,Bronze,Yes,5,13.4,No,No,64.86,Beachside,No
5/24/2024,Grand Inn,Los Angeles,Suite,74.79477739,43,12,164.88,123.32,Spring,Friday,Leisure,Online,No,43,No,71.08,194.4,2,1,3.1,1.3,Yes,Yes,No,Friend,0,No,No,Yes,1,Silver,No,4,8.1,No,No,39.23,Airport,No
5/25/2024,City Lodge,Miami,Suite,62.43730253,34,24,171.63,107.16,Spring,Saturday,Leisure,Phone,Yes,64,Yes,164.1,271.26,3.6,2,4.4,1.2,No,No,No,OTA,0,Yes,Yes,No,1,Bronze,Yes,4,21.6,No,No,62.36,Downtown,Yes
5/26/2024,Ocean View,Los Angeles,Standard,68.7771599,190,20,140.16,96.4,Spring,Sunday,Group,Online,No,87,Yes,8.94,105.34,1.5,9,2.4,1.1,No,No,No,Google,2,No,No,No,3,Gold,No,5,18.5,No,No,95.34,Beachside,Yes
5/27/2024,Grand Inn,Los Angeles,Deluxe,75.21514725,178,25,139.87,105.2,Spring,Monday,Corporate,Phone,Yes,79,No,151.09,256.29,4.8,1,2.2,3.1,Yes,No,Yes,OTA,1,Yes,Yes,No,1,Silver,No,0,30,Yes,No,96.76,Downtown,Yes
5/28/2024,Ocean View,Seattle,Suite,62.69157154,64,7,139.49,87.45,Spring,Tuesday,Corporate,Walk-in,No,24,No,53.41,140.86,1.9,9,3.5,1.7,Yes,Yes,No,Social Media,1,No,No,No,3,Bronze,Yes,5,5.1,Yes,Yes,85.74,Suburban,Yes
5/29/2024,Ocean View,Chicago,Standard,59.86437881,27,15,132.75,79.47,Spring,Wednesday,Group,Agent,No,86,No,95.37,174.84,5,7,4.6,2.9,Yes,No,Yes,Google,0,No,No,No,3,Gold,No,5,22.8,No,No,0.25,Downtown,Yes
5/30/2024,City Lodge,Chicago,Deluxe,70.51228626,90,12,139.43,98.32,Spring,Thursday,Group,Phone,No,46,No,164.53,262.85,3,2,1.2,4.9,No,Yes,Yes,Google,1,No,No,No,4,Silver,Yes,4,13.5,No,No,28.47,Suburban,Yes
5/31/2024,Sunset Resort,Miami,Suite,53.69131092,127,12,139.29,74.79,Spring,Friday,Group,Agent,Yes,79,No,54.27,129.06,4.1,2,2,3.5,No,No,Yes,OTA,0,Yes,Yes,No,0,Silver,Yes,0,20.9,Yes,Yes,88.4,Airport,No
6/1/2024,Mountain Stay,Miami,Deluxe,53.71262307,134,16,142.66,76.63,Summer,Saturday,Business,Walk-in,Yes,55,Yes,37.04,113.67,1,5,3.1,1,Yes,No,No,OTA,0,Yes,Yes,No,2,Bronze,No,4,19.4,Yes,Yes,45.8,Beachside,Yes
6/2/2024,Mountain Stay,Chicago,Deluxe,80.19059924,122,22,141.82,113.73,Summer,Sunday,Leisure,Online,Yes,37,No,136.26,249.99,4.6,5,4.6,4.1,Yes,Yes,Yes,Email,1,No,No,No,1,Gold,No,3,18.5,Yes,No,20.38,Suburban,Yes
6/3/2024,City Lodge,Seattle,Deluxe,52.76808947,144,19,157.29,83,Summer,Monday,Leisure,Walk-in,No,10,No,106.68,189.68,2.1,4,2.8,3.2,No,Yes,No,Google,1,No,No,Yes,0,Platinum,No,4,29.3,Yes,No,82.67,Beachside,No
6/4/2024,Ocean View,Chicago,Deluxe,79.99468751,76,4,152.36,121.88,Summer,Tuesday,Corporate,Agent,No,66,No,102.88,224.76,3.7,3,2.7,3.9,Yes,Yes,Yes,Google,1,No,No,No,3,Silver,No,5,27.5,No,No,31.04,Beachside,Yes
6/5/2024,Grand Inn,Seattle,Suite,76.93886939,49,21,155.02,119.27,Summer,Wednesday,Leisure,Walk-in,No,14,No,51.35,170.62,4.2,4,1,4.1,Yes,No,No,Social Media,0,No,No,No,1,Platinum,Yes,0,11.1,Yes,Yes,21.29,Suburban,Yes
6/6/2024,Ocean View,Miami,Suite,44.11289907,165,20,195.67,86.32,Summer,Thursday,Business,Online,No,0,No,6.98,93.3,1.7,4,1.3,4.7,No,No,Yes,Friend,0,No,No,No,3,Bronze,No,3,10.4,No,Yes,66.51,Airport,Yes
6/7/2024,City Lodge,New York,Suite,59.83653021,133,27,152.3,91.13,Summer,Friday,Group,Walk-in,Yes,6,No,82.05,173.18,2.8,2,1.5,2.4,Yes,No,Yes,OTA,1,No,No,No,3,Silver,No,4,14.1,Yes,No,88.25,Downtown,No
6/8/2024,Mountain Stay,Miami,Standard,87.91164105,136,16,216.33,190.18,Summer,Saturday,Corporate,Online,Yes,0,No,21.31,211.49,3,5,1.4,4.8,Yes,Yes,Yes,Social Media,1,Yes,Yes,Yes,0,Silver,No,2,28.6,No,Yes,0.07,Beachside,Yes
6/9/2024,Ocean View,Miami,Suite,55.28251703,186,27,160.58,88.77,Summer,Sunday,Corporate,Phone,Yes,48,No,181.2,269.97,2.2,5,1.4,1.6,Yes,Yes,Yes,OTA,1,No,No,Yes,3,Platinum,No,4,17.2,No,Yes,10.12,Downtown,Yes
6/10/2024,Mountain Stay,Los Angeles,Deluxe,63.03393607,79,8,136.58,86.09,Summer,Monday,Leisure,Agent,No,72,No,8.25,94.34,2.9,5,1.9,4.1,No,No,No,Friend,1,Yes,Yes,Yes,2,Platinum,No,1,23.3,No,No,44.49,Suburban,No
6/11/2024,Grand Inn,Los Angeles,Suite,76.9309134,117,1,190.49,146.55,Summer,Tuesday,Corporate,Online,No,28,No,86.33,232.88,2.3,1,2,1.8,No,No,No,Email,1,Yes,Yes,No,3,Silver,Yes,2,25.4,No,No,97.65,Beachside,Yes
6/12/2024,Mountain Stay,Los Angeles,Deluxe,81.75085764,190,24,147.61,120.67,Summer,Wednesday,Group,Online,Yes,25,No,10.45,131.12,2.4,6,2.7,4,No,No,No,OTA,0,No,No,No,3,Silver,No,3,27.6,No,No,44.03,Airport,No
6/13/2024,Mountain Stay,Los Angeles,Standard,66.22691671,145,25,78.19,51.78,Summer,Thursday,Corporate,Walk-in,No,86,No,19.11,70.89,3.7,2,2.6,1.7,No,Yes,No,Google,0,Yes,Yes,No,2,Bronze,No,5,7.7,Yes,Yes,9.24,Airport,No
6/14/2024,Sunset Resort,Seattle,Deluxe,61.03734708,192,17,149.88,91.48,Summer,Friday,Group,Phone,Yes,44,Yes,131.77,223.25,3.5,7,4.2,1.7,No,Yes,No,Email,0,No,No,No,4,Gold,Yes,0,7.1,Yes,No,77.58,Airport,No
6/15/2024,Sunset Resort,Chicago,Deluxe,91.33554793,170,8,142.52,130.17,Summer,Saturday,Business,Online,No,70,No,129.42,259.59,1.9,4,4.8,1.6,Yes,Yes,No,Email,0,No,No,No,1,Bronze,Yes,4,15.4,No,No,76.02,Downtown,Yes
6/16/2024,Sunset Resort,New York,Deluxe,96.08349496,113,5,198.2,190.44,Summer,Sunday,Business,Phone,No,11,No,6.61,197.05,4.6,5,1.5,1.5,No,No,No,Google,1,No,No,No,1,Silver,No,2,13.6,No,Yes,19.49,Downtown,Yes
6/17/2024,Mountain Stay,Miami,Standard,84.68287076,153,10,123.07,104.22,Summer,Monday,Group,Phone,Yes,31,No,0.23,104.45,4.5,5,4.6,3.2,No,Yes,Yes,Email,1,Yes,Yes,Yes,4,Gold,Yes,2,17.3,Yes,Yes,0.8,Airport,No
6/18/2024,City Lodge,Seattle,Suite,71.27977214,141,24,140.02,99.81,Summer,Tuesday,Leisure,Walk-in,Yes,19,No,15.76,115.57,3,5,2.9,3.3,Yes,Yes,Yes,Email,0,No,No,No,2,Platinum,No,2,13.5,No,No,68.38,Downtown,Yes
6/19/2024,Mountain Stay,New York,Suite,57.87601418,127,28,188.03,108.82,Summer,Wednesday,Corporate,Online,No,50,No,152.6,261.42,2.7,2,5,4.6,No,Yes,No,OTA,0,Yes,Yes,No,0,Silver,Yes,5,23.3,No,No,1.95,Suburban,No
6/20/2024,City Lodge,Seattle,Standard,57.5433339,23,5,161.83,93.12,Summer,Thursday,Leisure,Walk-in,Yes,80,No,116.92,210.04,2.5,5,3.8,3.1,Yes,No,No,Google,1,Yes,Yes,No,4,Bronze,No,0,24.7,No,No,77.81,Beachside,No
6/21/2024,City Lodge,Seattle,Deluxe,77.83771158,112,5,144.86,112.76,Summer,Friday,Corporate,Agent,Yes,35,No,7.62,120.38,3.8,3,2.5,2.8,Yes,Yes,No,OTA,1,No,No,No,0,Platinum,No,0,22.1,No,No,22.77,Downtown,No
6/22/2024,Sunset Resort,Miami,Suite,76.27597331,170,12,127.31,97.11,Summer,Saturday,Business,Agent,No,66,No,97.62,194.73,3.7,4,1.9,1.9,Yes,Yes,No,Social Media,0,Yes,Yes,Yes,3,Bronze,Yes,2,28.6,Yes,Yes,1.24,Airport,Yes
6/23/2024,Ocean View,Chicago,Standard,91.02397889,25,10,160.55,146.14,Summer,Sunday,Business,Online,No,0,No,142.41,288.55,1.8,2,4.5,4.3,Yes,No,Yes,Friend,0,No,No,Yes,3,Gold,No,4,24.3,No,No,71.31,Airport,No
6/24/2024,Grand Inn,Los Angeles,Suite,79.75675139,51,13,149.12,118.93,Summer,Monday,Business,Phone,No,26,Yes,173.79,292.72,3.7,4,3.1,4.5,No,Yes,No,Friend,0,No,No,No,2,Silver,Yes,4,14.2,Yes,Yes,1.74,Suburban,No
6/25/2024,Sunset Resort,Chicago,Standard,47.45379547,125,1,126.97,60.25,Summer,Tuesday,Corporate,Online,Yes,39,No,186.81,247.06,2,9,2.8,4.9,No,Yes,No,Social Media,0,Yes,Yes,No,4,Gold,No,4,11,No,Yes,96.76,Downtown,Yes
6/26/2024,Sunset Resort,Miami,Deluxe,85.77921427,165,7,128.52,110.24,Summer,Wednesday,Business,Online,No,83,No,65.49,175.73,1.1,8,3.7,1.4,No,Yes,Yes,Email,2,No,No,No,3,Gold,Yes,4,14.5,No,Yes,73.31,Suburban,Yes
6/27/2024,Ocean View,Miami,Suite,55.02909059,34,2,125.57,69.1,Summer,Thursday,Business,Agent,No,13,No,27.17,96.27,3.8,3,4,3.2,Yes,No,No,Google,0,No,No,Yes,1,Bronze,No,5,10.9,Yes,No,13.62,Suburban,Yes
6/28/2024,Grand Inn,Miami,Standard,64.24043092,187,22,120.22,77.23,Summer,Friday,Business,Agent,No,68,No,47.39,124.62,3.6,1,2.8,2.2,No,Yes,No,Google,2,No,No,No,4,Gold,Yes,0,29.9,Yes,Yes,79.38,Airport,Yes
6/29/2024,Mountain Stay,New York,Suite,73.75300309,141,20,178.02,131.3,Summer,Saturday,Business,Phone,No,86,No,155.23,286.53,2.6,1,4.4,1.2,No,Yes,No,Google,0,No,No,No,2,Bronze,Yes,2,8.1,No,No,68.46,Beachside,Yes
6/30/2024,Mountain Stay,Chicago,Suite,99.93501235,115,2,173.98,173.87,Summer,Sunday,Leisure,Phone,No,78,No,194.3,368.17,3.1,6,3.3,1.4,No,Yes,Yes,Google,0,No,No,Yes,3,Bronze,Yes,3,13.2,Yes,Yes,79.45,Downtown,No
7/1/2024,Sunset Resort,Chicago,Suite,100,25,0,178.07,178.07,Summer,Monday,Business,Online,Yes,5,No,93.28,271.35,4.8,3,2.5,3.6,No,No,No,Social Media,0,No,No,Yes,3,Platinum,No,0,20.2,Yes,Yes,9.31,Suburban,Yes
7/2/2024,Grand Inn,Seattle,Suite,79.10084589,131,23,150.13,118.75,Summer,Tuesday,Business,Walk-in,No,32,No,61.07,179.82,3.4,4,3.7,3.2,No,No,Yes,Google,0,Yes,Yes,No,2,Silver,Yes,5,23.1,No,Yes,44.39,Downtown,No
7/3/2024,Sunset Resort,Seattle,Standard,67.25205072,139,18,142.72,95.98,Summer,Wednesday,Leisure,Online,No,54,No,85.84,181.82,3.6,1,2.1,2.7,No,No,Yes,Email,0,No,No,Yes,3,Silver,Yes,1,24,No,Yes,97.08,Airport,Yes
7/4/2024,City Lodge,Seattle,Deluxe,78.01758473,142,17,143.27,111.78,Summer,Thursday,Leisure,Phone,Yes,18,No,60.96,172.74,1.3,8,1.3,2.9,No,No,No,Google,0,Yes,Yes,No,1,Gold,Yes,3,20.7,No,No,88.87,Downtown,Yes
7/5/2024,Sunset Resort,Miami,Standard,83.31483139,86,16,180.63,150.49,Summer,Friday,Corporate,Walk-in,No,76,No,51.3,201.79,1.7,1,1.7,2.6,No,Yes,Yes,Google,1,Yes,Yes,No,2,Silver,No,5,22,No,No,12.87,Suburban,Yes
7/6/2024,Sunset Resort,Chicago,Standard,65.18998562,125,19,95.4,62.19,Summer,Saturday,Group,Agent,No,28,No,118.75,180.94,2.2,5,1.2,1.8,No,No,Yes,Google,0,Yes,Yes,No,3,Platinum,Yes,1,8.4,No,No,46.31,Downtown,No
7/7/2024,Mountain Stay,Miami,Standard,96.92817034,158,28,134.57,130.44,Summer,Sunday,Business,Phone,Yes,60,No,3.15,133.59,3.2,6,1.7,1.5,Yes,Yes,No,Friend,1,Yes,Yes,No,2,Platinum,No,1,26.5,No,No,13.28,Beachside,Yes
7/8/2024,Mountain Stay,New York,Deluxe,73.45106139,62,23,123.38,90.62,Summer,Monday,Business,Phone,No,69,No,51.91,142.53,4.1,2,4.3,1.7,No,Yes,No,Email,0,No,No,No,0,Bronze,Yes,2,7,No,No,29.02,Airport,Yes
7/9/2024,Mountain Stay,Seattle,Suite,77.46614634,164,12,190.8,147.81,Summer,Tuesday,Business,Walk-in,Yes,78,No,132.28,280.09,2.3,7,2,2.3,No,Yes,No,Social Media,0,No,No,Yes,2,Platinum,Yes,4,9.7,Yes,No,35.74,Beachside,Yes
7/10/2024,City Lodge,Miami,Suite,79.98886378,115,2,135.68,108.53,Summer,Wednesday,Corporate,Phone,No,79,Yes,6.41,114.94,2.4,7,4.7,4.9,No,Yes,No,Friend,0,No,No,Yes,2,Bronze,Yes,3,12.6,Yes,No,43.71,Airport,No
7/11/2024,Mountain Stay,Miami,Suite,76.32379916,151,29,100.92,77.03,Summer,Thursday,Business,Phone,Yes,23,Yes,16.64,93.67,2,1,1.4,3,No,No,Yes,Social Media,1,Yes,Yes,Yes,3,Silver,No,4,28.2,No,No,93.14,Suburban,Yes
7/12/2024,Grand Inn,New York,Deluxe,82.58410751,100,0,156.7,129.41,Summer,Friday,Group,Phone,Yes,22,No,58.68,188.09,2,4,3.3,2,No,Yes,No,Google,0,Yes,Yes,No,4,Platinum,No,2,24.2,No,No,66.28,Downtown,Yes
7/13/2024,Ocean View,Los Angeles,Suite,60.7412022,60,3,138.9,84.37,Summer,Saturday,Leisure,Phone,No,9,No,175.56,259.93,4.8,4,2.1,2,No,Yes,No,Social Media,0,No,No,No,3,Gold,Yes,4,20.3,No,Yes,71,Beachside,No
7/14/2024,Grand Inn,Chicago,Deluxe,61.62547369,152,24,133.29,82.14,Summer,Sunday,Corporate,Phone,Yes,53,Yes,152.98,235.12,3.5,5,3.2,1.6,Yes,Yes,Yes,Friend,1,No,No,No,0,Bronze,No,3,11.1,No,No,71.58,Suburban,Yes
7/15/2024,Grand Inn,Los Angeles,Suite,53.49768651,179,12,130.2,69.65,Summer,Monday,Leisure,Phone,Yes,40,No,4.43,74.08,1.6,1,3.4,3.9,No,Yes,Yes,Email,1,Yes,Yes,No,0,Silver,Yes,2,10.6,Yes,No,81.13,Downtown,No
7/16/2024,Mountain Stay,Seattle,Suite,76.59251846,54,16,129.02,98.82,Summer,Tuesday,Business,Phone,No,48,No,100.34,199.16,3.9,1,2.9,2.6,No,No,Yes,Google,1,No,No,No,4,Gold,Yes,1,17.1,Yes,Yes,7.31,Airport,No
7/17/2024,Ocean View,Miami,Standard,81.68404755,41,27,171.26,139.89,Summer,Wednesday,Business,Phone,No,16,No,54.94,194.83,3.9,7,3.5,2.9,No,No,No,OTA,1,No,No,Yes,3,Bronze,Yes,3,22.2,No,Yes,39.86,Suburban,Yes
7/18/2024,Ocean View,New York,Deluxe,76.86659299,169,29,156.71,120.46,Summer,Thursday,Business,Agent,Yes,55,No,129.73,250.19,3.7,9,4.8,1.3,No,No,No,OTA,0,No,No,Yes,2,Bronze,Yes,3,19.4,No,Yes,69.35,Airport,No
7/19/2024,Ocean View,New York,Standard,95.1173865,131,10,144.06,137.03,Summer,Friday,Group,Phone,No,44,No,144.31,281.34,1.5,1,3,4.3,No,Yes,No,Email,0,No,No,No,2,Gold,Yes,2,18.2,Yes,No,29.42,Airport,Yes
7/20/2024,City Lodge,Chicago,Standard,69.91605972,30,1,117.05,81.84,Summer,Saturday,Group,Agent,Yes,29,No,172.57,254.41,2.6,2,3.8,2.2,Yes,No,Yes,Google,1,No,No,Yes,4,Bronze,Yes,0,7.3,No,No,38.2,Airport,Yes
7/21/2024,Mountain Stay,Los Angeles,Standard,80.03112483,22,24,144.93,115.99,Summer,Sunday,Corporate,Agent,Yes,43,No,95.08,211.07,1.4,6,3.4,4.9,Yes,Yes,No,Google,0,No,No,No,4,Bronze,No,5,25.1,No,No,82.22,Downtown,Yes
7/22/2024,Ocean View,Chicago,Deluxe,53.62448686,156,15,157.82,84.63,Summer,Monday,Leisure,Online,No,73,No,198.89,283.52,4.3,6,2.2,4.3,No,No,No,Social Media,0,Yes,Yes,Yes,4,Gold,No,5,24.3,No,No,83.39,Suburban,Yes
7/23/2024,City Lodge,Miami,Deluxe,64.19350446,79,1,158.96,102.04,Summer,Tuesday,Business,Online,No,54,No,196,298.04,3.6,2,2.6,1.5,No,No,No,Google,0,No,No,Yes,1,Gold,Yes,3,16.1,No,No,40.69,Beachside,Yes
7/24/2024,Sunset Resort,Chicago,Suite,80.43306636,95,28,154.83,124.53,Summer,Wednesday,Business,Agent,Yes,18,No,176.43,300.96,3,9,4.1,2.8,No,No,No,Social Media,0,Yes,Yes,No,4,Platinum,Yes,1,23.3,Yes,No,31.98,Downtown,Yes
7/25/2024,Sunset Resort,New York,Standard,82.73653166,106,18,122.32,101.2,Summer,Thursday,Business,Agent,No,28,No,114.97,216.17,2.4,4,1,1.6,No,Yes,Yes,Email,2,No,No,No,2,Bronze,Yes,5,9.4,No,No,88.71,Suburban,Yes
7/26/2024,City Lodge,New York,Suite,65.59049579,33,22,77.9,51.09,Summer,Friday,Business,Phone,No,1,No,79.6,130.69,1.7,7,3.7,2.5,No,No,No,Friend,0,No,No,Yes,1,Bronze,No,2,11.5,No,No,15.26,Beachside,Yes
7/27/2024,City Lodge,Seattle,Standard,68.92601122,37,18,203.99,140.6,Summer,Saturday,Group,Online,Yes,35,No,72.88,213.48,1.4,6,4.2,2.3,No,Yes,No,Google,2,Yes,Yes,Yes,1,Bronze,No,3,16.1,No,No,9,Beachside,No
7/28/2024,Mountain Stay,Seattle,Deluxe,47.2318938,132,24,110.71,52.29,Summer,Sunday,Leisure,Walk-in,Yes,18,No,2.42,54.71,4.9,3,3.2,4.9,Yes,Yes,No,Google,0,No,No,No,4,Bronze,Yes,4,11.1,No,Yes,25.66,Beachside,No
7/29/2024,Mountain Stay,Miami,Deluxe,64.64456199,92,15,91.05,58.86,Summer,Monday,Leisure,Online,Yes,6,Yes,49.83,108.69,1.8,8,3.2,2.7,Yes,No,Yes,Friend,0,No,No,No,0,Gold,Yes,1,11.1,No,Yes,50.64,Airport,Yes
7/30/2024,Sunset Resort,Los Angeles,Deluxe,83.35574745,42,21,153.92,128.3,Summer,Tuesday,Corporate,Agent,Yes,25,No,143.76,272.06,1.2,7,2.1,4.5,Yes,Yes,No,OTA,0,No,No,No,4,Bronze,Yes,2,13.2,No,Yes,10.79,Beachside,No
7/31/2024,Ocean View,Chicago,Standard,78.62807524,102,18,98.74,77.64,Summer,Wednesday,Group,Agent,Yes,78,Yes,120.73,198.37,4.8,9,1.5,1.6,No,Yes,Yes,Google,0,No,No,No,3,Bronze,Yes,5,12.2,No,Yes,26.57,Airport,Yes
8/1/2024,Sunset Resort,Miami,Deluxe,77.50998582,144,8,125.86,97.55,Summer,Thursday,Business,Phone,Yes,37,No,183.28,280.83,3.2,3,2,3.1,Yes,Yes,No,OTA,0,Yes,Yes,No,2,Platinum,No,2,8.1,Yes,Yes,88.59,Beachside,Yes
8/2/2024,Ocean View,Seattle,Standard,70.74660531,194,0,166.47,117.77,Summer,Friday,Leisure,Phone,No,2,No,10,127.77,4.2,1,3.9,4.4,No,No,Yes,Friend,0,No,No,No,1,Gold,No,1,7.8,No,Yes,85.24,Suburban,Yes
8/3/2024,Ocean View,Chicago,Suite,70.10594738,88,9,203.18,142.44,Summer,Saturday,Leisure,Online,Yes,79,No,31.06,173.5,1.2,2,2.8,2.2,Yes,Yes,Yes,Google,0,No,No,No,3,Bronze,No,3,26.8,No,Yes,81.11,Downtown,No
8/4/2024,Mountain Stay,Seattle,Standard,60.09518291,66,18,161.63,97.13,Summer,Sunday,Group,Phone,No,65,No,157.85,254.98,3.3,1,3.4,3.1,No,Yes,No,Email,0,Yes,Yes,Yes,2,Silver,No,3,13.6,No,No,13.21,Beachside,Yes
8/5/2024,Grand Inn,Chicago,Suite,80.4824263,135,0,136.83,110.12,Summer,Monday,Corporate,Walk-in,No,70,No,71.7,181.82,2.6,5,2,2.8,No,No,Yes,Friend,1,No,No,Yes,3,Bronze,No,0,9.6,No,Yes,10.49,Downtown,No
8/6/2024,Grand Inn,Los Angeles,Standard,76.31459417,49,1,148.46,113.3,Summer,Tuesday,Corporate,Walk-in,Yes,42,No,23.67,136.97,4.1,2,1.3,2.9,No,No,Yes,OTA,1,No,No,No,1,Gold,No,4,16.1,No,No,27.3,Downtown,Yes
8/7/2024,City Lodge,Miami,Suite,77.38028272,44,15,95.74,74.08,Summer,Wednesday,Business,Phone,No,61,No,199.29,273.37,1.2,3,4,1.6,Yes,Yes,No,Social Media,0,No,No,No,3,Bronze,Yes,3,27,No,No,22.51,Downtown,No
8/8/2024,Mountain Stay,Chicago,Deluxe,62.10947736,175,11,136.48,84.77,Summer,Thursday,Corporate,Walk-in,Yes,70,No,157.45,242.22,2.6,8,4.4,1.4,No,Yes,Yes,Social Media,1,No,No,No,3,Bronze,No,0,6,Yes,No,50.76,Beachside,No
8/9/2024,Ocean View,New York,Suite,37.6998562,131,7,136.51,51.46,Summer,Friday,Leisure,Walk-in,No,23,No,81.75,133.21,4.2,5,1.5,1.9,Yes,Yes,Yes,Email,0,No,No,No,1,Bronze,Yes,4,20.6,Yes,Yes,96.08,Airport,Yes
8/10/2024,Grand Inn,New York,Deluxe,86.45729068,44,22,154.6,133.66,Summer,Saturday,Corporate,Online,Yes,38,Yes,164.67,298.33,3.1,4,3.6,1.5,Yes,Yes,No,Email,0,No,No,Yes,0,Gold,No,3,14.7,Yes,No,55.92,Beachside,No
8/11/2024,Ocean View,Chicago,Deluxe,62.81743816,93,17,208.27,130.83,Summer,Sunday,Business,Walk-in,Yes,67,Yes,136.12,266.95,3.2,5,2.7,3.6,No,No,Yes,Social Media,1,Yes,Yes,Yes,0,Silver,Yes,1,17.2,No,No,76.82,Airport,No
8/12/2024,Grand Inn,Chicago,Suite,57.05836354,77,1,91.9,52.44,Summer,Monday,Leisure,Agent,Yes,43,No,157.99,210.43,1.4,6,2.7,3.6,No,No,No,OTA,1,No,No,No,2,Platinum,Yes,5,15.1,No,Yes,61.22,Beachside,No
8/13/2024,Grand Inn,Chicago,Standard,80.40218368,113,24,137.77,110.77,Summer,Tuesday,Corporate,Agent,Yes,4,No,163.04,273.81,1.5,7,1.4,2.6,Yes,No,Yes,OTA,0,Yes,Yes,No,4,Bronze,Yes,1,22.8,No,No,54.41,Airport,No
8/14/2024,Grand Inn,New York,Standard,64.1198104,138,28,94.99,60.91,Summer,Wednesday,Corporate,Online,No,54,No,16.95,77.86,3.7,9,1.4,3.7,Yes,No,No,Email,0,No,No,No,1,Gold,No,4,30,No,Yes,97.54,Beachside,Yes
8/15/2024,Mountain Stay,New York,Standard,85.89904576,146,12,134.9,115.88,Summer,Thursday,Group,Phone,No,29,No,124.59,240.47,3.7,1,4.7,1.9,Yes,Yes,Yes,Friend,1,No,No,No,1,Platinum,No,0,19.2,No,No,29.74,Suburban,Yes
8/16/2024,Sunset Resort,Chicago,Standard,79.25508924,188,5,124.06,98.32,Summer,Friday,Business,Online,No,28,No,1.36,99.68,4.9,4,4.3,2.7,Yes,No,No,Friend,2,No,No,Yes,4,Silver,No,1,8,No,No,60.59,Airport,Yes
8/17/2024,Ocean View,Seattle,Standard,80.25353985,44,20,105.17,84.4,Summer,Saturday,Corporate,Phone,No,25,Yes,8.69,93.09,3.8,9,4.8,1.4,No,Yes,Yes,OTA,0,Yes,Yes,Yes,4,Platinum,Yes,3,22.9,Yes,Yes,24.48,Beachside,Yes
8/18/2024,Mountain Stay,Seattle,Deluxe,49.51066433,97,25,177.39,87.83,Summer,Sunday,Group,Phone,No,82,No,180.8,268.63,3,5,1.8,4.9,No,No,Yes,Email,0,No,No,No,1,Bronze,No,1,29.3,No,No,2.48,Beachside,No
8/19/2024,Mountain Stay,Los Angeles,Standard,88.17915978,118,5,157.67,139.03,Summer,Monday,Leisure,Phone,Yes,25,No,105.51,244.54,4.4,8,3.7,1,Yes,No,No,Friend,1,Yes,Yes,No,3,Gold,No,3,23.2,No,Yes,89.73,Suburban,Yes
8/20/2024,Mountain Stay,Miami,Deluxe,73.91875797,135,8,173.88,128.53,Summer,Tuesday,Group,Phone,Yes,36,No,147.18,275.71,1.4,1,4.1,1,Yes,Yes,Yes,Google,0,No,No,No,0,Platinum,Yes,4,24,No,Yes,60.4,Downtown,Yes
8/21/2024,Mountain Stay,Seattle,Deluxe,64.46084291,67,15,134.05,86.41,Summer,Wednesday,Group,Phone,Yes,52,No,167.7,254.11,2.8,4,1.2,2.7,Yes,No,No,Social Media,1,Yes,Yes,No,2,Silver,No,3,12.9,Yes,No,18.54,Suburban,No
8/22/2024,Mountain Stay,New York,Deluxe,72.15082701,29,10,147.88,106.7,Summer,Thursday,Corporate,Online,Yes,29,No,189.92,296.62,2.1,9,4.6,5,Yes,No,Yes,Friend,1,No,No,No,0,Bronze,No,0,11.3,No,No,10.16,Suburban,Yes
8/23/2024,City Lodge,Seattle,Suite,43.35647151,118,6,197.84,85.78,Summer,Friday,Corporate,Phone,Yes,2,No,173.87,259.65,1.4,1,2.3,1.7,No,Yes,Yes,Friend,2,Yes,Yes,No,4,Silver,Yes,0,22.8,No,No,54.75,Airport,Yes
8/24/2024,Ocean View,Los Angeles,Suite,76.12979217,30,9,149.92,114.13,Summer,Saturday,Corporate,Walk-in,No,42,No,96.66,210.79,4.1,1,2.3,1.6,No,No,No,Email,1,Yes,Yes,No,0,Bronze,No,1,22.9,No,No,11.49,Suburban,Yes
